Transect,Plot,Replicate,Date,Time,Observer,Sky,Wind,BirdNumber,Period,Minute,Species,Sex,DetectionMethod,Distance,NewRecord,CounterSing
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,1,1,1,OVEN,M,S,1,1,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,2,1,1,BTNW,M,S,2,1,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,3,1,1,BTBW,M,S,1,1,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,4,1,2,BTBW,M,S,2,1,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,5,2,4,BTBW,M,S,1,0,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,6,2,4,OVEN,M,S,1,0,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,7,2,5,BLBW,M,S,1,1,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,8,2,5,BTNW,M,S,2,0,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,9,3,7,BTBW,M,S,1,0,0
795,72,0,5/23/2015,9:01:00 AM,CH,0,3,10,3,8,REVI,M,S,2,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,1,1,1,BLBW,M,S,1,1,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,2,1,1,BTNW,M,S,2,1,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,3,1,1,OVEN,M,S,2,1,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,4,1,1,BTBW,M,S,2,1,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,5,1,2,REVI,M,S,1,1,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,7,2,4,BTBW,M,S,2,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,9,2,4,OVEN,M,S,2,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,10,2,4,BLBW,M,S,1,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,11,2,5,REVI,M,S,1,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,12,2,5,BTNW,M,S,2,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,14,2,6,BTNW,M,S,1,1,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,15,3,7,BTBW,M,S,2,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,16,3,7,OVEN,M,S,2,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,17,3,7,BLBW,M,S,1,0,0
800,3,0,5/23/2015,6:08:30 AM,DJW,1,3,18,3,7,BTNW,M,S,2,0,0
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,1,1,1,BTNW,M,S,2,1,0
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,2,1,2,REVI,M,S,2,1,0
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,3,1,3,OVEN,M,S,2,1,0
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,4,2,4,BTNW,M,S,2,1,1
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,5,2,4,BTNW,M,S,2,0,1
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,6,2,4,OVEN,M,S,2,0,0
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,9,2,6,BLBW,M,S,2,1,0
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,12,3,7,BTBW,M,S,2,1,0
795,16,0,5/23/2015,9:22:00 AM,CH,1,3,14,3,9,BTNW,M,S,2,0,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,1,1,1,REVI,M,S,1,1,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,2,1,1,BTNW,M,S,1,1,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,3,1,2,OVEN,M,S,2,1,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,4,1,2,OVEN,M,S,2,1,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,5,2,3,OVEN,M,S,2,0,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,6,2,3,BTNW,M,S,2,1,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,7,2,3,REVI,M,S,1,0,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,8,2,4,BTNW,M,S,1,0,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,9,2,6,BTBW,M,S,1,1,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,10,3,6,REVI,M,S,1,0,1
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,11,3,6,BTBW,M,S,1,0,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,13,3,7,BTNW,M,S,1,0,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,14,3,8,OVEN,M,S,2,0,0
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,15,3,8,REVI,M,S,1,1,1
800,52,0,5/23/2015,6:23:00 AM,AJS,1,4,16,3,9,BTNW,M,S,2,0,0
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,1,1,1,BTNW,M,S,2,1,1
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,2,1,1,BTBW,M,S,1,1,0
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,3,1,2,BTNW,M,S,1,1,1
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,4,2,4,BTNW,M,S,2,0,0
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,5,2,4,BTBW,M,S,1,0,0
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,7,3,7,BTNW,M,S,2,0,1
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,8,3,7,BTNW,M,S,1,0,1
800,4,0,5/23/2015,6:26:00 AM,DJW,1,3,9,3,7,BTBW,M,S,1,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,1,1,1,REVI,M,S,2,1,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,2,1,1,OVEN,M,S,2,1,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,3,1,1,BLBW,M,S,1,1,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,4,1,3,BLBW,M,S,1,1,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,5,2,4,REVI,M,S,2,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,7,2,4,BLBW,M,S,1,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,8,2,5,OVEN,M,S,2,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,9,2,5,BTBW,M,S,2,1,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,10,3,7,BLBW,M,S,1,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,11,3,8,REVI,M,S,2,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,12,3,8,OVEN,M,S,2,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,13,3,8,BTBW,M,S,2,0,0
800,5,0,5/23/2015,6:48:00 AM,DJW,1,4,15,3,10,BTNW,M,S,2,1,0
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,1,1,1,REVI,M,S,1,1,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,2,1,1,BTNW,M,S,1,1,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,3,1,1,REVI,M,S,1,1,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,4,1,1,BTNW,M,S,1,1,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,7,2,3,BTNW,M,S,1,0,0
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,8,2,3,OVEN,M,S,1,1,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,9,2,4,REVI,M,S,1,0,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,10,2,4,REVI,M,S,1,0,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,12,2,5,BTBW,M,S,2,1,0
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,13,2,6,OVEN,M,S,2,1,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,14,3,6,BTNW,M,S,1,0,0
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,15,3,6,REVI,M,S,1,0,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,16,3,7,OVEN,M,S,1,0,0
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,17,3,7,REVI,M,S,1,0,1
800,51,0,5/23/2015,6:45:00 AM,AJS,0,5,19,3,9,BTBW,M,S,2,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,1,1,1,OVEN,M,S,2,1,1
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,2,1,1,REVI,M,S,2,1,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,3,1,1,BLBW,M,S,2,1,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,4,1,1,BTNW,M,S,2,1,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,5,1,3,OVEN,M,S,2,1,1
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,6,1,4,BTBW,M,S,1,1,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,7,2,4,REVI,M,S,2,0,1
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,8,2,4,BTBW,M,S,1,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,9,2,4,BTNW,M,S,2,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,10,2,4,OVEN,M,S,2,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,11,2,4,BLBW,M,S,1,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,12,2,6,REVI,M,S,1,1,1
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,13,3,8,BTBW,M,S,2,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,14,3,8,BTNW,M,S,2,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,15,3,8,OVEN,M,S,2,0,1
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,16,3,8,BLBW,M,S,2,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,17,3,8,REVI,M,S,2,0,0
800,6,0,5/23/2015,7:06:00 AM,DJW,1,4,18,3,10,OVEN,M,S,2,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,1,1,1,OVEN,M,S,2,1,0
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,2,1,1,BTBW,M,S,1,1,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,3,1,1,REVI,M,S,1,1,0
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,4,1,1,REVI,M,S,1,1,0
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,5,1,1,BTBW,M,S,1,1,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,6,1,2,REVI,M,S,2,1,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,7,2,3,REVI,M,S,1,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,8,2,4,REVI,M,S,1,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,9,2,4,REVI,M,S,2,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,10,2,4,OVEN,M,S,2,0,0
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,11,2,5,BTBW,M,S,1,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,12,2,6,BTBW,M,S,1,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,13,3,6,BTBW,M,S,1,0,0
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,14,3,7,REVI,M,S,1,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,15,3,7,REVI,M,S,2,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,16,3,8,REVI,M,S,1,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,17,3,8,OVEN,M,S,2,0,1
800,50,0,5/23/2015,7:01:00 AM,AJS,0,4,18,3,9,OVEN,M,S,1,1,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,1,1,1,REVI,M,S,1,1,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,2,1,1,REVI,M,S,2,1,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,3,1,1,REVI,M,S,2,1,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,4,1,1,OVEN,M,S,1,1,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,5,1,1,BTBW,M,S,2,1,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,6,1,1,BTBW,M,S,1,1,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,7,1,3,BTNW,M,S,2,1,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,8,2,4,OVEN,M,S,2,0,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,9,2,4,REVI,M,S,2,0,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,10,2,4,BTBW,M,S,2,0,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,11,2,5,REVI,M,S,1,0,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,13,2,5,OVEN,M,S,2,1,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,14,2,5,BTNW,M,S,2,0,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,15,2,5,BTBW,M,S,2,0,1
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,17,3,7,REVI,M,S,1,0,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,18,3,7,REVI,M,S,2,0,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,19,3,7,BTNW,M,S,2,0,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,20,3,7,BTBW,M,S,2,0,0
800,7,0,5/23/2015,7:26:30 AM,DJW,1,3,21,3,8,OVEN,M,S,2,0,0
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,2,1,1,BTNW,M,S,2,1,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,3,1,1,REVI,M,S,2,1,0
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,4,1,2,OVEN,M,S,2,1,0
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,5,1,2,BTBW,M,S,2,1,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,6,1,2,BTBW,M,S,1,1,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,7,1,3,BTNW,M,S,1,1,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,9,2,4,BTBW,M,S,1,0,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,10,2,4,BTBW,M,S,2,0,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,11,2,4,BTNW,M,S,2,0,0
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,12,2,5,REVI,M,S,2,0,0
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,13,3,6,BTBW,M,S,1,0,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,15,3,7,BTNW,M,S,2,0,0
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,16,3,8,BTBW,M,S,1,0,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,17,3,8,BTNW,M,S,1,0,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,18,3,9,OVEN,M,S,2,0,1
800,49,0,5/23/2015,7:20:00 AM,AJS,0,5,19,3,9,OVEN,M,S,2,0,1
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,2,1,1,BTNW,M,S,1,1,0
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,3,1,1,BTBW,M,S,1,1,0
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,4,1,1,OVEN,M,S,2,1,0
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,5,2,3,BTNW,M,S,1,0,1
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,7,2,4,BTBW,M,S,1,0,0
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,8,2,5,BTNW,M,S,2,1,1
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,9,3,6,BTBW,M,S,1,0,0
800,48,0,5/23/2015,7:39:00 AM,AJS,0,5,10,3,7,BTNW,M,S,2,0,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,1,1,1,BTBW,M,S,1,1,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,2,1,1,BTBW,U,C,1,1,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,3,1,1,BTNW,M,S,2,1,1
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,5,1,1,OVEN,M,S,2,1,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,7,1,2,BTNW,M,S,2,1,1
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,8,1,2,BTNW,M,S,1,1,1
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,10,2,4,BTBW,U,C,1,0,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,11,2,4,BTBW,M,S,1,0,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,12,2,4,BTNW,M,S,1,0,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,13,2,4,OVEN,M,S,2,0,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,16,2,6,BLBW,M,S,2,1,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,17,2,6,BTNW,M,S,2,0,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,18,3,7,BTBW,M,S,1,0,1
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,19,3,7,BTNW,M,S,2,0,0
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,20,3,7,OVEN,M,S,2,0,1
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,21,3,7,OVEN,M,S,2,0,1
800,8,0,5/23/2015,7:43:00 AM,DJW,0,2,23,3,9,BTBW,M,S,2,0,1
800,47,0,5/23/2015,8:05:00 AM,AJS,0,6,2,1,1,BLBW,M,S,2,1,1
800,47,0,5/23/2015,8:05:00 AM,AJS,0,6,3,1,1,BLBW,M,S,1,1,1
800,47,0,5/23/2015,8:05:00 AM,AJS,0,6,4,2,3,BTNW,M,S,2,1,0
800,46,0,5/23/2015,8:23:00 AM,AJS,1,6,2,3,8,BLBW,M,S,1,1,0
800,9,0,5/23/2015,8:08:00 AM,DJW,1,4,1,1,1,BLBW,M,S,1,1,0
800,9,0,5/23/2015,8:08:00 AM,DJW,1,4,4,1,1,BTNW,M,S,2,1,0
800,9,0,5/23/2015,8:08:00 AM,DJW,1,4,7,2,4,REVI,M,S,2,1,0
800,9,0,5/23/2015,8:08:00 AM,DJW,1,4,8,2,6,OVEN,M,S,2,1,0
800,9,0,5/23/2015,8:08:00 AM,DJW,1,4,11,3,8,BLBW,M,S,1,0,0
800,9,0,5/23/2015,8:08:00 AM,DJW,1,4,12,3,9,REVI,M,S,2,0,0
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,1,1,1,BTBW,M,S,1,1,0
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,2,1,1,BTNW,M,S,1,1,1
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,5,1,1,BTNW,M,S,2,1,1
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,11,2,5,BTNW,M,S,2,0,0
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,14,2,6,BTBW,M,S,1,0,0
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,15,3,6,BTBW,M,S,1,0,0
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,17,3,7,BTNW,M,S,2,0,0
800,45,0,5/23/2015,8:51:00 AM,AJS,0,2,20,3,9,BLBW,M,S,1,1,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,1,1,1,OVEN,M,S,1,1,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,2,1,1,BTBW,M,S,2,1,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,3,1,1,BLBW,M,S,1,1,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,4,2,4,"BLBW
",M,S,1,0,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,5,2,4,BTBW,M,S,2,0,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,6,2,5,OVEN,M,S,2,0,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,8,3,7,BLBW,M,S,1,0,1
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,9,3,8,OVEN,M,S,2,0,0
800,10,0,5/23/2015,8:27:00 AM,DJW,1,4,11,3,10,BLBW,M,S,2,1,1
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,1,1,1,REVI,M,S,1,1,1
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,2,1,1,REVI,M,S,2,1,1
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,3,1,1,BTNW,M,S,2,1,0
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,4,1,1,BLBW,M,S,2,1,0
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,7,1,3,BTBW,M,S,2,1,0
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,8,2,4,REVI,M,S,2,0,1
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,9,2,4,REVI,M,S,1,0,1
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,10,3,7,REVI,M,S,2,0,1
800,11,0,5/23/2015,8:45:00 AM,DJW,1,4,11,3,7,REVI,M,S,1,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,1,1,1,BTBW,M,S,1,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,2,1,1,REVI,M,S,1,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,3,1,1,OVEN,M,S,2,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,4,1,1,BTBW,M,S,1,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,5,1,2,OVEN,M,S,2,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,6,1,2,REVI,M,S,2,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,7,2,4,REVI,M,S,1,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,8,2,4,BTBW,M,S,1,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,9,2,4,OVEN,M,S,2,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,10,2,4,OVEN,M,S,2,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,11,2,6,REVI,M,S,2,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,12,2,6,BTBW,M,S,2,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,13,2,7,OVEN,M,S,1,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,14,2,7,BTNW,M,S,2,1,0
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,15,3,7,OVEN,M,S,2,0,0
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,16,3,7,BTBW,M,S,1,0,0
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,17,3,7,REVI,M,S,1,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,18,3,8,BTNW,M,S,2,0,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,19,3,8,BTNW,M,S,2,1,1
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,20,3,9,BTBW,U,C,1,1,0
800,12,0,5/23/2015,9:00:00 AM,DJW,1,3,21,3,10,REVI,M,S,2,0,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,1,1,1,BLBW,M,S,1,1,0
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,2,1,1,BTBW,M,S,1,1,0
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,3,1,1,BTNW,M,S,1,1,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,4,1,1,BTNW,M,S,2,1,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,8,1,3,BTNW,F,V,1,1,0
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,9,2,3,BTBW,M,S,1,0,0
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,10,2,4,BLBW,M,S,1,0,0
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,12,2,4,BTNW,M,S,1,0,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,13,2,4,BTNW,M,S,2,0,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,14,2,5,BTNW,M,S,2,1,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,15,3,6,BTNW,M,S,1,0,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,16,3,7,BTBW,M,S,1,0,0
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,17,3,7,BTNW,M,S,1,0,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,18,3,7,BLBW,M,S,1,0,0
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,19,3,8,BTNW,M,S,2,0,1
800,44,0,5/23/2015,9:12:00 AM,AJS,0,3,20,3,9,REVI,M,S,2,1,0
800,13,0,5/23/2015,9:18:00 AM,DJW,1,3,1,1,1,REVI,M,S,1,1,0
800,13,0,5/23/2015,9:18:00 AM,DJW,1,3,2,1,4,OVEN,M,S,1,1,0
800,13,0,5/23/2015,9:18:00 AM,DJW,1,3,3,2,5,REVI,M,S,1,0,0
800,13,0,5/23/2015,9:18:00 AM,DJW,1,3,4,3,8,OVEN,M,S,1,0,0
800,13,0,5/23/2015,9:18:00 AM,DJW,1,3,6,3,9,BTNW,M,S,1,1,0
800,43,0,5/23/2015,9:34:00 AM,AJS,0,3,2,1,1,BTBW,M,S,1,1,0
800,43,0,5/23/2015,9:34:00 AM,AJS,0,3,3,1,2,BTNW,M,S,2,1,0
800,43,0,5/23/2015,9:34:00 AM,AJS,0,3,5,1,3,REVI,M,S,1,1,0
800,43,0,5/23/2015,9:34:00 AM,AJS,0,3,6,2,3,BTNW,M,S,1,0,0
800,43,0,5/23/2015,9:34:00 AM,AJS,0,3,7,2,3,BTBW,M,S,1,0,0
800,43,0,5/23/2015,9:34:00 AM,AJS,0,3,8,3,6,BTBW,M,S,1,0,0
800,43,0,5/23/2015,9:34:00 AM,AJS,0,3,9,3,7,BTNW,M,S,1,0,0
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,1,1,1,BLBW,M,S,1,1,0
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,2,1,1,OVEN,M,S,1,1,1
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,3,1,2,OVEN,M,S,2,1,1
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,6,2,5,BLBW,M,S,1,0,0
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,7,2,7,OVEN,M,S,2,0,0
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,8,3,7,OVEN,M,S,2,0,0
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,9,3,7,BLBW,M,S,1,0,0
800,14,0,5/23/2015,9:33:00 AM,DJW,1,2,10,3,7,BTBW,M,S,2,1,0
